,Year,Date,Police_Sta,Road,Address,City,State,Zip_Code,Time,Kind,Reason,Vehicle,Victim,Age,geometry,Zip_code,_Adress,x,y,year
167,2011.0,2011-09-13,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,306 Δημοκρατίας,Αγ.Ανάργυροι,Αττική,13562.0,21:00 - 24:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,18-25,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
168,2011.0,2011-09-13,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,168 Λεωφ. Κηφισού,Περιστέρι,Αττική,12131.0,24:00 - 07:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Πεζός,26-35,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
169,2011.0,2011-09-13,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Ε.Ο. Δίκτυο,Ε.Ο.,Νέα Φιλαδέλφεια,Αττική,14342.0,21:00 - 24:00,Εκτροπή,Παραβίαση σηματοδότη,motorcycle,Οδηγός,46-55,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
170,2011.0,2011-09-14,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,33 Λεωφ.Καραμανλή,Βούλα,Αττική,16673.0,17:00 - 21:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Πεζός,55+,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
171,2011.0,2011-09-15,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,15 Λεωφ.Καραμανλή,Βούλα,Αττική,16673.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Οδηγός,36-45,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
172,2011.0,2011-09-15,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,"Γαλατάς, Πόρος Τροιζηνίας",Πειραιάς,Αττική,18020.0,09:00 - 13:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,55+,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
173,2011.0,2011-09-15,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ. Κάτω Σουλίου & Καποδιστρίου,Μαραθώνας,Αττική,19007.0,17:00 - 21:00,Παράσυρση Πεζού,Υπερβολική ταχύτητα,car,Πεζός,36-45,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
174,2011.0,2011-09-18,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,223 Λεωφ. Αλεξάνδρας,Αμπελόκηποι,Αττική,11523.0,21:00 - 24:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,18-25,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
175,2011.0,2011-09-18,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,ΝΕΟ Αθηνών - Πατρών,25ο χλμ. ΝΕΟ Αθηνών-Κορίνθου,Μάνδρα,Αττική,0.0,09:00 - 13:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,car,Οδηγός,55+,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
176,2011.0,2011-09-19,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,228 Θεσσαλονίκης,Πετράλωνα,Αττική,11853.0,17:00 - 21:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
177,2011.0,2011-09-19,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,270 Λένορμαν,Αθήνα,Αττική,10444.0,07:00 - 09:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Πεζός,55+,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
178,2011.0,2011-09-21,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,62 Αγ.Βασιλείου,Περιστέρι,Αττική,12135.0,21:00 - 24:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Οδηγός,26-35,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
179,2011.0,2011-09-22,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,"Ρ-5,9 χ.Θ. Περιφ. Λεωφ. Υμμητού",,Αττική,0.0,17:00 - 21:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,36-45,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
180,2011.0,2011-09-25,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ. Ποσειδώνος και Ζήτα,Ελληνικό,Αττική,16777.0,24:00 - 07:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Επιβάτης,0-17,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
182,2011.0,2011-09-26,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,130 Λεωφ.Κηφισού,Περιστέρι,Αττική,12131.0,24:00 - 07:00,Εκτροπή,Υπερβολική ταχύτητα,car,Οδηγός,26-35,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
183,2011.0,2011-09-27,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,181 Λεωφ. Ηρακλείου,Ν. Ιωνία,Αττική,14231.0,09:00 - 13:00,Πρόσκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,36-45,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
184,2011.0,2011-09-29,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,28ης Οκτωβρίου & Σολωμού,Αθήνα,Αττική,10682.0,21:00 - 24:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
185,2011.0,2011-09-30,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,66 Σκυλίτση,Αγ.Ι.Ρέντης,Αττική,18233.0,17:00 - 21:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,18-25,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
186,2011.0,2011-09-30,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,21 Δωδεκανήσου,Χαϊδάρι,Αττική,12461.0,09:00 - 13:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,36-45,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
187,2011.0,2011-10-01,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ.Συγγρού & Κατσώνη,Π.Φάληρο,Αττική,17673.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Επιβάτης,18-25,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
190,2011.0,2011-10-09,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,4ο χλμ. Λ.Παιανίας-Μαρκοπούλου,Κορωπί,Αττική,0.0,17:00 - 21:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,car,Οδηγός,36-45,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
191,2011.0,2011-10-09,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,2ο χλμ. Λ.Κανδηλίου,Μέγαρα,Αττική,0.0,17:00 - 21:00,Πρόσκρουση,Απόσπαση προσοχής οδηγού,Other,Οδηγός,26-35,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
192,2011.0,2011-10-10,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,Ελ.Βενιζέλου & Μύλωνος,Ασπρόπυργος,Αττική,19300.0,17:00 - 21:00,Σύγκρουση,Παραβίαση προτεραιότητας,motorcycle,Οδηγός,46-55,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
193,2011.0,2011-10-10,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,16 Λεωφ.Ποσειδώνος,Ελληνικό,Αττική,16777.0,21:00 - 24:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Οδηγός,26-35,POINT Z (23.00000000000006 37.00000000000006 0),,,23.000000000000057,37.00000000000006,2011.0
194,2011.0,2011-10-13,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ. Εθν.Αντιστάσεως & Αγίου Γεωργίου,Νέα Ιωνία,Αττική,14233.0,17:00 - 21:00,Εκτροπή,Κίνηση στο αντίθετο ρεύμα,motorcycle,Οδηγός,46-55,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
195,2011.0,2011-10-13,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,240 Λεωφ. Ηρακλείου,Νέα Ιωνία,Αττική,14231.0,24:00 - 07:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,46-55,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
196,2011.0,2011-10-19,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Ε.Ο. Δίκτυο,Λεωφ. Περιφ. Υμηττού Β. 5-5,Αγ.Παρασκευή,Αττική,0.0,24:00 - 07:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,55+,POINT Z (23.00000000000006 38.00000000000006 0),,,23.000000000000057,38.00000000000006,2011.0
197,2011.0,2011-10-20,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,138 Λεωφ. Κηφισού,Περιστέρι,Αττική,12131.0,09:00 - 13:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,46-55,POINT Z (23.70093478800004 37.99997096000004 0),,,23.70093478800004,37.99997096000004,2011.0
198,2011.0,2011-10-22,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,202 Λεωφ. Αθηνών,Περιστέρι,Αττική,12136.0,09:00 - 13:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,Other,Πεζός,55+,POINT Z (23.68379427100007 38.00219052600005 0),,,23.683794271000068,38.00219052600005,2011.0
199,2011.0,2011-10-23,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,98 Λεωφ. Σαρωνίδας,Σαρωνίδα,Αττική,19013.0,21:00 - 24:00,Εκτροπή,Υπερβολική ταχύτητα,car,Οδηγός,26-35,POINT Z (23.91939797700007 37.74574901800003 0),,,23.919397977000074,37.745749018000026,2011.0
200,2011.0,2011-10-24,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,80 Δημοκρατίας,Αγ.Ανάργυροι,Αττική,13561.0,09:00 - 13:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,36-45,POINT Z (23.71930228800005 38.02878177500003 0),,,23.71930228800005,38.02878177500003,2011.0
201,2011.0,2011-10-26,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λίμνης & Εχετλού,Μαραθώνας,Αττική,19007.0,13:00 - 17:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Πεζός,55+,POINT Z (23.95767786400006 38.16073217000007 0),,,23.95767786400006,38.160732170000074,2011.0
202,2011.0,2011-10-27,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,382 Λεωφ. Θηβών,Αιγάλεω,Αττική,12242.0,07:00 - 09:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,Other,Πεζός,55+,POINT Z (23.68116203900007 37.99610273200005 0),,,23.68116203900007,37.996102732000054,2011.0
203,2011.0,2011-10-27,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Ε.Ο. Δίκτυο,53η χ/θ Ε.Ο. Ελευσίνας - Θήβας,Μάνδρα,Αττική,0.0,24:00 - 07:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Οδηγός,18-25,POINT Z (23.47074360200003 38.09560950400004 0),,,23.470743602000027,38.09560950400004,2011.0
204,2011.0,2011-10-28,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,44 Λεωφ. Κηφισίας,Μαρούσι,Αττική,15123.0,17:00 - 21:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,0-17,POINT Z (23.79579934300006 38.03416529800006 0),,,23.795799343000056,38.03416529800006,2011.0
205,2011.0,2011-10-28,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,52 Λεωφ. Βουλιαγμένης,Γλυφαδα,Αττική,16675.0,21:00 - 24:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,motorcycle,Οδηγός,18-25,POINT Z (23.75435971900004 37.87955213600003 0),,,23.754359719000036,37.87955213600003,2011.0
206,2011.0,2011-10-29,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,2 Αρτεμισίου,Γλυφάδα,Αττική,16675.0,17:00 - 21:00,Σύγκρουση,Παραβίαση προτεραιότητας,motorcycle,Οδηγός,55+,POINT Z (23.73635728900007 37.87328658200005 0),,,23.73635728900007,37.87328658200005,2011.0
207,2011.0,2011-10-31,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ. Αλεξάνδρας & Πανόρμου,Αμπελόκηποι,Αττική,11522.0,24:00 - 07:00,Σύγκρουση,Απόσπαση προσοχής οδηγού,Other,Επιβάτης,0-17,POINT Z (23.75779717600005 37.98729341300003 0),,,23.757797176000054,37.98729341300003,2011.0
208,2011.0,2011-11-01,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Ε.Ο. Δίκτυο,1η χ/θ Λ. Χαλκουτσίου-Ωρωπού,,Αττική,0.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,Other,Οδηγός,55+,POINT Z (23.72526093100004 38.32219532900007 0),,,23.725260931000037,38.32219532900007,2011.0
209,2011.0,2011-11-03,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,7 Αγ. Ελευθερίου,"Σελήνια, Σαλαμίνα",Αττική,18900.0,17:00 - 21:00,Σύγκρουση,Παραβίαση προτεραιότητας,car,Οδηγός,36-45,POINT Z (23.52508000600005 37.93442455300004 0),,,23.525080006000053,37.93442455300004,2011.0
210,2011.0,2011-11-04,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,473 Λεωφ.Δημοκρατίας,Πέραμα,Αττική,18863.0,17:00 - 21:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Πεζός,55+,POINT Z (23.60632680800006 37.96240472600005 0),,,23.606326808000063,37.962404726000045,2011.0
211,2011.0,2011-11-06,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,85 Λεωφ. Κων/νου Καραμανλή,Σπάτα-Λούτσα,Αττική,19300.0,17:00 - 21:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,26-35,POINT Z (23.93532640200004 37.95957460600005 0),,,23.935326402000044,37.95957460600005,2011.0
212,2011.0,2011-11-06,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,6 Παπαγιαννοπούλου,Κορωπί,Αττική,19400.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,0-17,POINT Z (23.83877665100005 37.84832329900007 0),,,23.838776651000046,37.84832329900007,2011.0
213,2011.0,2011-11-06,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,10 Λεωφ. Κηφισού,Αγ. Ι. Ρέντης,Αττική,18233.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,36-45,POINT Z (23.67076739800007 37.96467599900006 0),,,23.670767398000066,37.964675999000065,2011.0
214,2011.0,2011-11-06,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,227 Φυλής,Άνω Λιόσια,Αττική,13341.0,21:00 - 24:00,Πρόσκρουση,Υπερβολική ταχύτητα,car,Επιβάτης,26-35,POINT Z (23.71065625300002 38.07000881300007 0),,,23.710656253000025,38.07000881300007,2011.0
215,2011.0,2011-11-08,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Πλατεία Βασ.Παύλου και Λ.Θησέως,Εκάλη,Αττική,14578.0,21:00 - 24:00,Σύγκρουση,Παραβίαση σηματοδότη,motorcycle,Οδηγός,18-25,POINT Z (23.84141133600008 38.11014633800005 0),,,23.84141133600008,38.11014633800005,2011.0
216,2011.0,2011-11-14,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,49 Πελοπίδα,Περιστέρι,Αττική,12136.0,17:00 - 21:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Πεζός,55+,POINT Z (23.68546115800007 38.01386913000005 0),,,23.685461158000066,38.013869130000046,2011.0
217,2011.0,2011-11-14,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,50 Λεωφ.Θησέως,Εκάλη,Αττική,14578.0,21:00 - 24:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,motorcycle,Πεζός,55+,POINT Z (23.84089756600002 38.10987808800007 0),,,23.840897566000024,38.10987808800007,2011.0
218,2011.0,2011-11-15,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,Επ.Οδός Περιμ. Λιμ. 1 Δραπετσώνα,,Αττική,0.0,09:00 - 13:00,Εκτροπή,Υπερβολική ταχύτητα,motorcycle,Οδηγός,36-45,POINT Z (23.61476774800008 37.94926727900003 0),,,23.614767748000077,37.949267279000026,2011.0
219,2011.0,2011-11-19,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,15 Λεωφ. Αγ. Δημητρίου,Αθήνα,Αττική,10447.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Οδηγός,36-45,POINT Z (23.72815918700007 37.93305363300004 0),,,23.728159187000074,37.93305363300004,2011.0
220,2011.0,2011-11-20,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,"6,8 χ/θ Βόρειος παράδρομος Αττικής Οδού",Ασπρόπυργος,Αττική,0.0,24:00 - 07:00,Εκτροπή,Υπερβολική ταχύτητα,car,Οδηγός,18-25,POINT Z (23.57968182500002 38.09364559700003 0),,,23.579681825000023,38.093645597000034,2011.0
221,2011.0,2011-11-20,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,44ο χλμ. Λ.Σουνίου,Σαρωνίδα,Αττική,0.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Επιβάτης,55+,POINT Z (23.90238423000005 37.75935052400007 0),,,23.902384230000052,37.75935052400007,2011.0
222,2011.0,2011-11-20,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Ε.Ο. Δίκτυο,47 Λεωφ. Κηφισού,Αγ.Ι.Ρέντης,Αττική,18233.0,17:00 - 21:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,36-45,POINT Z (23.67577654600007 37.96053689800004 0),,,23.675776546000066,37.96053689800004,2011.0
223,2011.0,2011-11-21,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,28 Αχαιών,Πικέρμι,Αττική,19009.0,21:00 - 24:00,Πρόσκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Επιβάτης,18-25,POINT Z (23.90500953100008 38.03597296400005 0),,,23.905009531000076,38.03597296400005,2011.0
224,2011.0,2011-11-24,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,268 Γρηγ. Λαμπράκη,Νίκαια,Αττική,18452.0,09:00 - 13:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,Other,Πεζός,46-55,POINT Z (23.63959300100004 37.97881696200005 0),,,23.639593001000037,37.97881696200005,2011.0
225,2011.0,2011-11-24,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,20 Α. Παπανδρέου,Ίλιον,Αττική,13122.0,09:00 - 13:00,Πρόσκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.71011491800004 38.01797792800005 0),,,23.710114918000045,38.01797792800005,2011.0
226,2011.0,2011-11-25,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,30 Βεϊκου,Γαλάτσι,Αττική,11147.0,09:00 - 13:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,55+,POINT Z (23.75470413800002 38.01621619200006 0),,,23.754704138000022,38.01621619200006,2011.0
227,2011.0,2011-11-25,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ.Βουλιαγμένης & Δωδεκανήσου,Άλιμος,Αττική,17456.0,21:00 - 24:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,18-25,POINT Z (23.74428767600006 37.92758631800007 0),,,23.744287676000056,37.92758631800007,2011.0
228,2011.0,2011-11-27,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ. Πεντέλης & Παπάγου,Χαλάνδρι,Αττική,15233.0,24:00 - 07:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.80619568000003 38.02448645500004 0),,,23.80619568000003,38.024486455000044,2011.0
229,2011.0,2011-11-27,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Ε.Ο. Δίκτυο,18η χ/θ ΝΕΟ Αθηνών -κορίνθου,,Αττική,0.0,21:00 - 24:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.32386887300004 37.98325190400004 0),,,23.323868873000038,37.98325190400004,2011.0
230,2011.0,2011-11-28,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,50 Λεωφ. Εθνικής Αντιστάσεως,Ν. Ιωνία,Αττική,14235.0,09:00 - 13:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,55+,POINT Z (23.76178991900002 38.03794559200003 0),,,23.761789919000023,38.03794559200003,2011.0
231,2011.0,2011-11-28,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,Προς Αττική Οδο 1,Σπάτα- Λουτσα,Αττική,0.0,17:00 - 21:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.89018627900003 37.95685851600007 0),,,23.890186279000034,37.95685851600007,2011.0
232,2011.0,2011-11-29,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,41 Αρίωνος,Αρτέμιδα,Αττική,19016.0,24:00 - 07:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,motorcycle,Οδηγός,46-55,POINT Z (24.01163830700006 37.99972167800007 0),,,24.011638307000055,37.99972167800007,2011.0
233,2011.0,2011-12-01,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,17 Ποταμού,Κορυδαλλός,Αττική,18122.0,21:00 - 24:00,Πρόσκρουση,Υπερβολική ταχύτητα,car,Επιβάτης,18-25,POINT Z (23.64208930600006 37.98689706900007 0),,,23.64208930600006,37.986897069000065,2011.0
234,2011.0,2011-12-01,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ. Ειρήνης & Φράγκρου,Ασπρόπυργος,Αττική,19300.0,13:00 - 17:00,Εκτροπή,Υπερβολική ταχύτητα,car,Οδηγός,55+,POINT Z (23.59783488700003 38.06198392900006 0),,,23.597834887000033,38.061983929000064,2011.0
235,2011.0,2011-12-03,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Αττική οδό,Λεωφ. Περιφ. Υμηττού Μ-1-Α2 Παπαγου,,Αττική,0.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.79817011400007 37.97688538900007 0),,,23.798170114000072,37.976885389000074,2011.0
236,2011.0,2011-12-05,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,205 Λεωφ. Ηρακλείου,Ν. Ιωνία,Αττική,14231.0,09:00 - 13:00,Εκτροπή,Υπερβολική ταχύτητα,car,Οδηγός,55+,POINT Z (23.75149390400003 38.04133377100004 0),,,23.75149390400003,38.04133377100004,2011.0
