,Year,Date,Police_Sta,Road,Address,City,State,Zip_Code,Time,Kind,Reason,Vehicle,Victim,Age,geometry,Zip_code,_Adress,x,y,year
0,2011.0,2011-01-05,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,41 Γρ. Λαμπράκη,Νίκαια,Αττική,18454.0,07:00 - 09:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,55+,POINT Z (23.66393560500006 37.97741822000006 0),,,23.663935605000063,37.97741822000006,2011.0
1,2011.0,2011-01-05,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,59 Κύπρου,Αχαρναί,Αττική,13671.0,24:00 - 07:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,motorcycle,Πεζός,0-17,POINT Z (23.74438387600003 38.07660066000005 0),,,23.74438387600003,38.076600660000054,2011.0
2,2011.0,2011-01-08,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,3 Ανδρέα Παπανδρέου 3,Ίλιον,Αττική,13121.0,17:00 - 21:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.69529918000006 38.02943606200006 0),,,23.695299180000063,38.02943606200006,2011.0
3,2011.0,2011-01-09,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,Λεωφ. Λαυρίου & Αγ. Θωμά,Παιανία,Αττική,19002.0,09:00 - 13:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,46-55,POINT Z (23.86178822200003 37.95168648600003 0),,,23.86178822200003,37.95168648600003,2011.0
4,2011.0,2011-01-13,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,7 Κύπρου,Βύρωνας,Αττική,16232.0,09:00 - 13:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,"Φορτηγό άνω των 3,5 τόνων",Πεζός,55+,POINT Z (23.75087671800003 37.96302401200006 0),,,23.75087671800003,37.96302401200006,2011.0
5,2011.0,2011-01-14,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,35 Θέτιδος,Π. Φάληρο,Αττική,17561.0,21:00 - 24:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,Other,Πεζός,55+,POINT Z (23.69473202200004 37.92708434700006 0),,,23.69473202200004,37.92708434700006,2011.0
6,2011.0,2011-01-17,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,43 χιλ Ε.οδ. Αθηνών-Μαρκόπουλου,,Αττική,0.0,24:00 - 07:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,car,Οδηγός,18-25,POINT Z (23.87869792000004 37.93587106100006 0),,,23.878697920000036,37.93587106100006,2011.0
7,2011.0,2011-01-20,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,34 Μεγ.Αλεξάνδρου,Άνω Λιόσια,Αττική,13341.0,17:00 - 21:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,motorcycle,Οδηγός,18-25,POINT Z (23.70886586900008 38.09149510300006 0),,,23.70886586900008,38.09149510300006,2011.0
8,2011.0,2011-01-22,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,125 Θηβών,Περιστέρι,Αττική,12136.0,24:00 - 07:00,Εκτροπή,Υπερβολική ταχύτητα,car,Επιβάτης,36-45,POINT Z (23.68824299200003 38.01031634400005 0),,,23.688242992000028,38.010316344000046,2011.0
9,2011.0,2011-01-26,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ. Αθηνών & Φαβιέρου,Χαϊδάρι,Αττική,12461.0,17:00 - 21:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Πεζός,55+,POINT Z (23.66669438700006 38.01186722100005 0),,,23.666694387000064,38.011867221000045,2011.0
10,2011.0,2011-01-27,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,2 Λ. Κατσώνη,Αγ. Ανάργυροι,Αττική,13561.0,13:00 - 17:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,46-55,POINT Z (23.71952122800008 38.01845271100007 0),,,23.719521228000076,38.018452711000066,2011.0
11,2011.0,2011-01-28,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,76 Πειραιώς,Μοσχατο,Αττική,18346.0,24:00 - 07:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,motorcycle,Οδηγός,55+,POINT Z (23.68753530700008 37.95927893800007 0),,,23.687535307000076,37.95927893800007,2011.0
12,2011.0,2011-02-01,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,200 Καλλιρόης,Αθήνα,Αττική,0.0,21:00 - 24:00,Εκτροπή,Υπερβολική ταχύτητα,motorcycle,Επιβάτης,18-25,POINT Z (23.71674812200007 37.96310374900003 0),,,23.71674812200007,37.96310374900003,2011.0
13,2011.0,2011-02-02,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,23 Λεωφ. 28ης Οκτωβρίου,Νίκαια,Αττική,18451.0,17:00 - 21:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,motorcycle,Πεζός,0-17,POINT Z (23.63762940700008 37.96798398300007 0),,,23.637629407000077,37.96798398300007,2011.0
14,2011.0,2011-02-06,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,35 Λεωφ.Βασ. Αμαλίας,Αθήνα,Αττική,10558.0,07:00 - 09:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Επιβάτης,26-35,POINT Z (23.73353239000005 37.97163676200006 0),,,23.73353239000005,37.97163676200006,2011.0
15,2011.0,2011-02-10,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,200 Ελ. Βενιζέλου,Π. Φάληρο,Αττική,17563.0,13:00 - 17:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,motorcycle,Πεζός,55+,POINT Z (23.70965669000003 37.92886254700005 0),,,23.70965669000003,37.92886254700005,2011.0
16,2011.0,2011-02-11,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,47 Λεωφ. Αθηνών,Πειραιάς,Αττική,18540.0,17:00 - 21:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,46-55,POINT Z (23.65524598700006 37.94874359100004 0),,,23.655245987000058,37.94874359100004,2011.0
17,2011.0,2011-02-12,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,105 Ιερά Οδός,Αθήνα,Αττική,11855.0,24:00 - 07:00,Ανατροπή,Απόσπαση προσοχής οδηγού,motorcycle,Οδηγός,26-35,POINT Z (23.69776033400007 37.98644881600006 0),,,23.697760334000066,37.98644881600006,2011.0
18,2011.0,2011-02-13,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ. Βουλιαγμένης & Πινδάρου,Άλιμος,Αττική,17456.0,21:00 - 24:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,motorcycle,Πεζός,55+,POINT Z (23.74448940000008 37.92005475300004 0),,,23.744489400000077,37.920054753000045,2011.0
19,2011.0,1900-01-01,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,137 Λεωφ. Βεϊκου,Γαλάτσι,Αττική,11146.0,09:00 - 13:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,motorcycle,Πεζός,55+,POINT Z (23.75980426400002 38.02412576800003 0),,,23.759804264000024,38.02412576800003,1900.0
20,2011.0,2011-02-18,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,24 Ριζάρη,Παγκράτι,Αττική,11634.0,17:00 - 21:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,Other,Πεζός,46-55,POINT Z (23.74708065400006 37.97251000300002 0),,,23.747080654000058,37.972510003000025,2011.0
21,2011.0,2011-02-21,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Ε.Ο. Δίκτυο,"39,6 χιλ. Π.Ε.Ο. Αθηνών - Πατρών)",,Αττική,0.0,21:00 - 24:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,46-55,POINT Z (23.54133452700006 38.05332783000006 0),,,23.54133452700006,38.05332783000006,2011.0
22,2011.0,2011-02-23,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,4ο χλμ. Ωρωπού-Χαλκουτσίου,,Αττική,0.0,17:00 - 21:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,motorcycle,Οδηγός,46-55,POINT Z (23.74401574800004 38.30191634200003 0),,,23.744015748000038,38.30191634200003,2011.0
23,2011.0,2011-02-25,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,282 Λεωφ. Αθηνών,Χαϊδάρι,Αττική,12462.0,07:00 - 09:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,motorcycle,Πεζός,36-45,POINT Z (23.65795974300005 38.01266321800006 0),,,23.65795974300005,38.01266321800006,2011.0
24,2011.0,2011-02-26,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,6 Αριστείδου,Κερατέα,Αττική,19001.0,24:00 - 07:00,Πρόσκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.97468365200007 37.80733610200008 0),,,23.974683652000067,37.80733610200008,2011.0
25,2011.0,2011-03-01,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,Χαϊδάρι (περιφερ.),,Αττική,0.0,17:00 - 21:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,motorcycle,Οδηγός,26-35,POINT Z (23.62429874300005 38.01624587800006 0),,,23.624298743000054,38.01624587800006,2011.0
26,2011.0,2011-03-01,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,35 Ελλήνων Αξιωματικών,Βύρων,Αττική,16233.0,24:00 - 07:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Πεζός,55+,POINT Z (23.76803412500004 37.94890126500007 0),,,23.768034125000042,37.948901265000075,2011.0
27,2011.0,2011-03-02,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,38ψΑθηνάς,Αθήνα,Αττική,10554.0,13:00 - 17:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Οδηγός,36-45,POINT Z (23.72694902100005 37.97989742900006 0),,,23.726949021000053,37.97989742900006,2011.0
28,2011.0,2011-03-03,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,7 Κατεχάκη,Νέο Ψυχικό,Αττική,15561.0,09:00 - 13:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Πεζός,55+,POINT Z (23.77508745300003 37.99368109400007 0),,,23.775087453000026,37.99368109400007,2011.0
29,2011.0,2011-03-03,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,52ο χλμ. Αυλώνα-Οινοφύτων,,Αττική,0.0,17:00 - 21:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,car,Οδηγός,55+,POINT Z (23.66504766100007 38.29939559800005 0),,,23.665047661000074,38.29939559800005,2011.0
30,2011.0,2011-03-03,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Other,Χώρος στάθμευσης BEACH  VOLLEY,Καλλιθέα,Αττική,0.0,21:00 - 24:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,18-25,POINT Z (23.68488604100003 37.94171775700005 0),,,23.684886041000027,37.94171775700005,2011.0
32,2011.0,2011-03-04,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Λεωφ. Κηφισού & Ρήγα Φεραίου,Αιγάλεω,Αττική,12241.0,24:00 - 07:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Επιβάτης,18-25,POINT Z (23.68557238200003 37.98851213000006 0),,,23.685572382000032,37.98851213000006,2011.0
33,2011.0,2011-03-05,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,130 Γ.Γκινη,Καλύβια Θορικού,Αττική,19010.0,21:00 - 24:00,Πρόσκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,18-25,POINT Z (23.92936654300007 37.83925273700004 0),,,23.92936654300007,37.83925273700004,2011.0
34,2011.0,2011-03-05,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,139 Λεωφ.Ηρακλείου,Νέα Ιωνία,Αττική,14231.0,09:00 - 13:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,46-55,POINT Z (23.75130376800007 38.03996649100003 0),,,23.75130376800007,38.03996649100003,2011.0
35,2011.0,2011-03-06,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,Υμηττός (2ο πρατήριο Πυροσβ/κής),,Αττική,0.0,13:00 - 17:00,Εκτροπή,Οδήγηση χωρίς σύνεση και προσοχή,car,Οδηγός,55+,POINT Z (23.77703745700006 37.94866729100005 0),,,23.777037457000063,37.94866729100005,2011.0
36,2011.0,2011-03-06,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,55 Λεωφ. Συγγρού,Αθήνα,Αττική,11745.0,24:00 - 07:00,Παράσυρση Πεζού,Οδήγηση χωρίς σύνεση και προσοχή,car,Πεζός,55+,POINT Z (23.72443881400005 37.96274887400006 0),,,23.724438814000052,37.962748874000056,2011.0
37,2011.0,2011-03-08,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,18 Γ. Παπανδρέου,Χαιδάρι,Αττική,12462.0,17:00 - 21:00,Πρόσκρουση,Οδήγηση χωρίς σύνεση και προσοχή,car,Οδηγός,55+,POINT Z (23.65300516100007 38.01397241500007 0),,,23.653005161000067,38.01397241500007,2011.0
38,2011.0,2011-03-12,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,ΝΕΟ Αθηνών - Θεσ/κης,"13,2ο χλμ ΝΈΟ Αθηνών-Λαμίας",Μεταμόρφωση,Αττική,0.0,17:00 - 21:00,Σύγκρουση,Κίνηση στο αντίθετο ρεύμα,motorcycle,Οδηγός,26-35,POINT Z (23.79082086800003 38.09095568600003 0),,,23.790820868000026,38.09095568600003,2011.0
39,2011.0,2011-03-15,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,11 Αμφίκλειας,Περιστέρι,Αττική,12135.0,21:00 - 24:00,Ανατροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,36-45,POINT Z (23.69425351600006 38.02234311900003 0),,,23.69425351600006,38.02234311900003,2011.0
40,2011.0,2011-03-16,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,71 Λεωφ. Βασ. Σοφίας,Αθήνα,Αττική,11528.0,09:00 - 13:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Πεζός,55+,POINT Z (23.75521480200007 37.98106630400008 0),,,23.75521480200007,37.98106630400008,2011.0
41,2011.0,2011-03-19,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,47 Λεωφ.Ποσειδώνος,Π.Φάληρο,Αττική,17562.0,24:00 - 07:00,Πρόσκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Οδηγός,26-35,POINT Z (23.69419979400004 37.92274455100005 0),,,23.694199794000042,37.92274455100005,2011.0
42,2011.0,2011-03-19,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,19 Λεωφ. Μαρίνου Αντύπα,Ηλιούπολη,Αττική,16345.0,21:00 - 24:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Επιβάτης,18-25,POINT Z (23.74844788700005 37.94383549200006 0),,,23.748447887000054,37.94383549200006,2011.0
43,2011.0,2011-03-20,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,4 χιλ. Ωρωπού - Χακλουτσίου,,Αττική,0.0,24:00 - 07:00,Εκτροπή,Υπερβολική ταχύτητα,car,Οδηγός,18-25,POINT Z (23.74339691400007 38.30203272500006 0),,,23.743396914000073,38.30203272500006,2011.0
44,2011.0,2011-03-20,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,49 χιλ. Λ. Αθηνών - Σουνίου,,Αττική,0.0,24:00 - 07:00,Εκτροπή,Υπερβολική ταχύτητα,car,Οδηγός,18-25,POINT Z (23.96566393400008 37.81399939200003 0),,,23.965663934000077,37.81399939200003,2011.0
45,2011.0,2011-03-20,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,11 Π. Τσαλδάρη,Καλλιθέα,Αττική,17676.0,24:00 - 07:00,Εκτροπή,Υπερβολική ταχύτητα,motorcycle,Οδηγός,26-35,POINT Z (23.71653659700007 37.96302925300006 0),,,23.716536597000072,37.96302925300006,2011.0
46,2011.0,2011-03-24,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,155 Εθν. Αντιστάσεως,Αγ. Δημήτριος,Αττική,17236.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,18-25,POINT Z (23.74103033800003 37.94170950900008 0),,,23.74103033800003,37.94170950900008,2011.0
47,2011.0,2011-03-25,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,47 Λεωφ. Ποσειδώνος,Μοσχάτο,Αττική,18344.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Οδηγός,36-45,POINT Z (23.67956245300007 37.94419899500008 0),,,23.679562453000074,37.94419899500008,2011.0
48,2011.0,2011-03-26,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,"Δυτ. Περιφ. Λ.Υμηττού Μ2,45 Χ/Θ",Χολαργός,Αττική,0.0,24:00 - 07:00,Εκτροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,36-45,POINT Z (23.81377002600004 37.98896112300002 0),,,23.813770026000043,37.988961123000024,2011.0
49,2011.0,2011-03-28,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,Π. Ράλλη και Θηβών,Αιγάλεω,Αττική,12241.0,21:00 - 24:00,Παράσυρση Πεζού,Οδήγηση χωρίς σύνεση και προσοχή,car,Πεζός,55+,POINT Z (23.67019764700007 37.97646582500005 0),,,23.670197647000066,37.97646582500005,2011.0
50,2011.0,2011-03-29,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,201 Θηβών,Περιστέρι,Αττική,12134.0,24:00 - 07:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.69155526100008 38.01661876100007 0),,,23.691555261000076,38.016618761000075,2011.0
51,2011.0,2011-04-02,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Ε.Ο. Δίκτυο,16o χλμ. Ε.Ο. Αθηνών-Κορίνθου,Ελευσίνα,Αττική,0.0,09:00 - 13:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,55+,POINT Z (23.57274366000007 38.04865606300007 0),,,23.57274366000007,38.04865606300007,2011.0
52,2011.0,2011-04-03,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Κοκκινοπούλου και Αργυροκάστρου Ε-21,Ζωγράφου,Αττική,15773.0,17:00 - 21:00,Εκτροπή,Υπερβολική ταχύτητα,motorcycle,Οδηγός,46-55,POINT Z (23.77232096300003 37.98063027700005 0),,,23.772320963000027,37.980630277000046,2011.0
53,2011.0,2011-04-06,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,523 Λεωφ. Μεσογείων,Αγ.Παρασκευή,Αττική,15343.0,09:00 - 13:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,motorcycle,Πεζός,46-55,POINT Z (23.83523619000005 38.01296752300004 0),,,23.835236190000046,38.01296752300004,2011.0
54,2011.0,2011-04-07,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,6 Αμερικής,Αθήνα,Αττική,10671.0,24:00 - 07:00,Ανατροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,46-55,POINT Z (23.73516686400006 37.97820975300004 0),,,23.735166864000064,37.978209753000044,2011.0
55,2011.0,2011-04-08,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,18 Λεωφ. Ποσειδώνος,Ελληνικό,Αττική,16777.0,13:00 - 17:00,Σύγκρουση,Παραβίαση σηματοδότη,motorcycle,Οδηγός,26-35,POINT Z (23.73018059900005 37.88052538700003 0),,,23.73018059900005,37.880525387000034,2011.0
56,2011.0,2011-04-08,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,70 Λεωφ. Δημοκρατίας,Πέραμα,Αττική,18863.0,13:00 - 17:00,Πρόσκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.57120979600006 37.96298504500004 0),,,23.571209796000062,37.96298504500004,2011.0
57,2011.0,2011-04-09,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,ΝΕΟ Αθηνών - Θεσ/κης,"28,1 χιλ., Αφίδνες",,Αττική,0.0,13:00 - 17:00,Σύγκρουση,Οδήγηση χωρίς σύνεση και προσοχή,motorcycle,Οδηγός,46-55,POINT Z (23.85499194600004 38.20598733000003 0),,,23.85499194600004,38.20598733000003,2011.0
58,2011.0,2011-04-11,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,112 Λεωφ. Βουλιαγμένης,Γλυφάδα,Αττική,16674.0,09:00 - 13:00,Παράσυρση Πεζού,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Πεζός,55+,POINT Z (23.76073489400005 37.86621362500006 0),,,23.760734894000052,37.86621362500006,2011.0
59,2011.0,2011-04-13,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,33 Κ.Παπαδημητρίου,Μαρκόπουλο,Αττική,19003.0,09:00 - 13:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,Other,Πεζός,55+,POINT Z (23.93456293800006 37.88748531000005 0),,,23.934562938000056,37.887485310000045,2011.0
60,2011.0,2011-04-15,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,ΝΕΟ Αθηνών - Θεσ/κης,"56,8ο χλμ. ΝΈΟ Αθηνών-Λαμίας",,Αττική,0.0,21:00 - 24:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,36-45,POINT Z (23.64498411100004 38.30802534700007 0),,,23.644984111000042,38.30802534700007,2011.0
61,2011.0,2011-04-15,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Λοιπό Οδικό Δίκτυο,Έξοδος Περιφ.Υμηττού-Ραφήνας (γέφυρα Πλουτάρχου),Παλλήνη,Αττική,0.0,13:00 - 17:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.87132535500007 37.99501311300003 0),,,23.871325355000067,37.99501311300003,2011.0
62,2011.0,2011-04-15,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Φραγκοπούλου και Κρέσνας,Κηφισιά,Αττική,14561.0,17:00 - 21:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,18-25,POINT Z (23.79683994700002 38.07839869700007 0),,,23.796839947000024,38.07839869700007,2011.0
63,2011.0,2011-04-15,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,40 Θράκης,Πετρούπολη,Αττική,13231.0,17:00 - 21:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,26-35,POINT Z (23.69212769500007 38.04674529900007 0),,,23.692127695000067,38.046745299000065,2011.0
64,2011.0,2011-04-17,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,151 Λεωφ. Αθηνών,Χαϊδάρι,Αττική,12461.0,09:00 - 13:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,,POINT Z (23.66765106000003 38.01110493700003 0),,,23.667651060000026,38.01110493700003,2011.0
65,2011.0,2011-04-17,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,69 Λεωφ. Ποσειδώνος,Άλιμος,Αττική,17455.0,24:00 - 07:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Επιβάτης,46-55,POINT Z (23.71831378000007 37.90532494700005 0),,,23.718313780000074,37.905324947000054,2011.0
66,2011.0,2011-04-20,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,8η χ/θ Αθηνών-Λαμίας,Ν.Φιλαδέλφεια,Αττική,0.0,21:00 - 24:00,Ανατροπή,Λοιπά αίτια αναφερόμενα σε οδηγούς,motorcycle,Οδηγός,55+,POINT Z (23.73191984300007 38.03527156500007 0),,,23.73191984300007,38.03527156500007,2011.0
67,2011.0,2011-04-25,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,Γρ.Λαμπράκη και Ρήγα Φεραίου,Κερατσίνι,Αττική,18758.0,21:00 - 24:00,Σύγκρουση,Λοιπά αίτια αναφερόμενα σε οδηγούς,car,Επιβάτης,26-35,POINT Z (23.61784756600002 37.96808778400003 0),,,23.617847566000023,37.96808778400003,2011.0
68,2011.0,2011-04-26,Δ. ΤΡΟΧ. ΑΤΤΙΚΗΣ,Κατοικημένη Περιοχή,23 Ελληνικής Δημοκρατίας,Μαρκόπουλο,Αττική,19003.0,17:00 - 21:00,Παράσυρση Πεζού,Αίτια αναφερόμενα στους πεζούς,car,Πεζός,55+,POINT Z (23.93172285300005 37.88943880500005 0),,,23.931722853000053,37.889438805000054,2011.0
